Date,Open,High,Low,Close,Volume
2018-10-12 06-PM,6319.14,6319.53,6304.04,6309.47,10.08
2018-10-12 05-PM,6328.55,6333.43,6305.56,6319.14,10.63
2018-10-12 04-PM,6340.29,6344.71,6318.58,6328.55,15.96
2018-10-12 03-PM,6323.45,6344.64,6318.88,6340.29,19.99
2018-10-12 02-PM,6315.7,6323.75,6309.97,6323.45,10.47
2018-10-12 01-PM,6329.92,6333.07,6309.43,6315.7,9.31
2018-10-12 12-PM,6307.56,6329.92,6307.56,6329.92,22.28
2018-10-12 11-AM,6316.13,6320.74,6300,6307.56,18.01
2018-10-12 10-AM,6304.79,6324.98,6304.79,6316.13,12.69
2018-10-12 09-AM,6332.01,6335.68,6302.6,6304.79,13.37
2018-10-12 08-AM,6339.31,6345.31,6325,6332.01,27.21
2018-10-12 07-AM,6339.79,6350,6326.68,6339.31,20.55
2018-10-12 06-AM,6317.15,6342.56,6316.72,6339.79,36.18
2018-10-12 05-AM,6313.98,6326.97,6300,6317.15,14.14
2018-10-12 04-AM,6307.56,6326.97,6300,6313.98,15.35
2018-10-12 03-AM,6278.42,6309,6274.95,6307.56,23.27
2018-10-12 02-AM,6277,6291.93,6275.65,6278.42,27.17
2018-10-12 01-AM,6252.11,6288,6252.11,6277,12.34
2018-10-12 12-AM,6250.28,6268.24,6200,6252.11,124.58
2018-10-11 11-PM,6283.63,6296,6202.35,6250.28,91.12
2018-10-11 10-PM,6301.82,6303.01,6264.71,6283.63,19.73
2018-10-11 09-PM,6300.68,6304.13,6283.26,6301.82,7.83
2018-10-11 08-PM,6302.41,6308.17,6247.57,6300.68,46.75
2018-10-11 07-PM,6297,6308.63,6297,6302.41,13.79
2018-10-11 06-PM,6313.19,6323.1,6297,6297,18.56
2018-10-11 05-PM,6304.14,6330.24,6303.98,6313.19,24.29
2018-10-11 04-PM,6299.7,6315.86,6297.22,6304.14,20.82
2018-10-11 03-PM,6315.14,6320.97,6287,6299.7,17.75
2018-10-11 02-PM,6300.56,6339.63,6300.56,6315.14,57.44
2018-10-11 01-PM,6279.96,6318.35,6221,6300.56,123.65
2018-10-11 12-PM,6286.08,6304.81,6278.08,6279.96,12.74
2018-10-11 11-AM,6305,6307.32,6279.96,6286.08,48.03
2018-10-11 10-AM,6303.53,6307.32,6291.74,6305,15.95
2018-10-11 09-AM,6305.59,6308.83,6290.21,6303.53,40.05
