Date,Open,High,Low,Close,Volume
2020-01-10 05-AM,7786,7786.7,7727.56,7738.82,272.09
2020-01-10 04-AM,7805.38,7808.13,7754.8,7786,116.62
2020-01-10 03-AM,7792.36,7813.1,7760.57,7805.38,110.94
2020-01-10 02-AM,7794.71,7820.88,7784.78,7792.36,62.26
2020-01-10 01-AM,7812.47,7834.11,7780.09,7794.71,77.27
2020-01-10 12-AM,7806.78,7850,7806.78,7812.47,79.19
2020-01-09 11-PM,7803.33,7827.57,7785.02,7806.78,230.96
2020-01-09 10-PM,7784.96,7870.34,7783.3,7803.33,115.84
2020-01-09 09-PM,7818.14,7841.07,7737.97,7784.96,626.31
2020-01-09 08-PM,7915.71,7998.01,7803.49,7818.14,677.72
2020-01-09 07-PM,7806.41,7952.95,7806.41,7915.71,236.16
2020-01-09 06-PM,7795.54,7829.35,7782.79,7806.41,126.17
2020-01-09 05-PM,7821,7845.49,7777,7795.54,304.37
2020-01-09 04-PM,7901.78,7915.5,7802.05,7821,310.33
2020-01-09 03-PM,7882.97,7931.77,7877.66,7901.78,78.14
2020-01-09 02-PM,7894.07,7919.65,7871.24,7882.97,73.28
2020-01-09 01-PM,7903.22,7945.44,7887.38,7894.07,281.19
2020-01-09 12-PM,7869.08,7911.3,7868.16,7903.22,119.7
2020-01-09 11-AM,7888.16,7897.96,7851.4,7869.08,121.54
2020-01-09 10-AM,7870.73,7941.08,7853.65,7888.16,353.24
2020-01-09 09-AM,7933.91,7940.04,7850,7870.73,536.71
2020-01-09 08-AM,7946.11,7957.09,7911.73,7933.91,84.29
2020-01-09 07-AM,7915.14,7969.53,7908,7946.11,236.78
2020-01-09 06-AM,7937.55,7949,7900.81,7915.14,172.93
2020-01-09 05-AM,7970,7970,7930,7937.55,45.4
2020-01-09 04-AM,7947.58,7978.03,7927.89,7970,90.14
2020-01-09 03-AM,7977.83,7989.01,7934.01,7947.58,99.57
2020-01-09 02-AM,7994.19,8019.52,7971.96,7977.83,33.29
2020-01-09 01-AM,7953.46,8029.14,7945.87,7994.19,149.01
2020-01-09 12-AM,8044.44,8048.94,7927.13,7953.46,854.18
2020-01-08 11-PM,8065,8108.75,8000,8044.44,957.26
2020-01-08 10-PM,8005.8,8079.99,7975.73,8065,279.31
2020-01-08 09-PM,8037.99,8043.83,7957.38,8005.8,600.12
2020-01-08 08-PM,7961.96,8049.22,7872.09,8037.99,907.25
2020-01-08 07-PM,8051.1,8060.4,7960.13,7961.96,422.84
2020-01-08 06-PM,8075.94,8091.12,8033.29,8051.1,250.39
2020-01-08 05-PM,8120.71,8124.82,8009.12,8075.94,443.4
2020-01-08 04-PM,8305.89,8330,8057.42,8120.71,960.5
2020-01-08 03-PM,8312.87,8361.43,8233.81,8305.89,355.77
2020-01-08 02-PM,8382.39,8388.24,8194.52,8312.87,466.3
2020-01-08 01-PM,8283.56,8419.23,8217.11,8382.39,706.72
2020-01-08 12-PM,8334.25,8350,8273.36,8283.56,222.87
2020-01-08 11-AM,8338.64,8376.5,8329.87,8334.25,99.01
2020-01-08 10-AM,8295.97,8362.66,8282.69,8338.64,332.1
2020-01-08 09-AM,8311.7,8321.53,8277.52,8295.97,162.92
2020-01-08 08-AM,8303.2,8334.04,8270,8311.7,266.8
2020-01-08 07-AM,8338.34,8345,8278.06,8303.2,193.05
2020-01-08 06-AM,8333.56,8363.81,8315.12,8338.34,136.23
2020-01-08 05-AM,8343.23,8380.39,8308.23,8333.56,147.39
2020-01-08 04-AM,8306.47,8355.55,8287.08,8343.23,164.6
2020-01-08 03-AM,8285.17,8343.29,8248.72,8306.47,256.89
2020-01-08 02-AM,8374.89,8434.43,8259.14,8285.17,1058.69
2020-01-08 01-AM,8455.92,8460.4,8343.94,8374.89,825.66
2020-01-08 12-AM,8159.01,8463.57,8151.79,8455.92,1697.18
2020-01-07 11-PM,8048.53,8220,8023.31,8159.01,405.64
2020-01-07 10-PM,8024.61,8068.93,7955.23,8048.53,206.57
2020-01-07 09-PM,8169.96,8195,8009.12,8024.61,461.61
2020-01-07 08-PM,8082.31,8182.81,8047.41,8169.96,445.66
2020-01-07 07-PM,8050,8118.16,8045.99,8082.31,250.26
2020-01-07 06-PM,7938.59,8134.95,7920.8,8050,1161.11
2020-01-07 05-PM,7912.24,7955,7882,7938.59,233.77
2020-01-07 04-PM,7767.48,7940,7697.03,7912.24,1590.09
2020-01-07 03-PM,7845.56,7855.76,7741.65,7767.48,952.43
2020-01-07 02-PM,7852.16,7889.71,7838.96,7845.56,198.23
2020-01-07 01-PM,7864.5,7871.48,7805.25,7852.16,379.67
2020-01-07 12-PM,7889.38,7915.53,7844.08,7864.5,218.53
2020-01-07 11-AM,7886,7964.43,7879.71,7889.38,514.1
2020-01-07 10-AM,7857.86,7886.1,7853.16,7886,211.95
2020-01-07 09-AM,7880.7,7885,7853.15,7857.86,386.22
2020-01-07 08-AM,7882.82,7900,7866.13,7880.7,301.2
2020-01-07 07-AM,7871.85,7896.2,7861.52,7882.82,192.8
2020-01-07 06-AM,7875.78,7883.96,7860,7871.85,125.04
2020-01-07 05-AM,7851.73,7886,7838.07,7875.78,75.65
2020-01-07 04-AM,7898.13,7911.49,7826.18,7851.73,174.84
2020-01-07 03-AM,7900.57,7935.71,7889.36,7898.13,180.69
2020-01-07 02-AM,7918.82,7949.35,7899.34,7900.57,745.75
2020-01-07 01-AM,7889.72,7930.12,7870.92,7918.82,1097.43
2020-01-07 12-AM,7762.74,8009.12,7761.3,7889.72,1649.07
2020-01-06 11-PM,7717.42,7817,7714.7,7762.74,1360.32
2020-01-06 10-PM,7572.95,7765,7571.18,7717.42,1353.44
2020-01-06 09-PM,7545.26,7608,7544.13,7572.95,261.5
2020-01-06 08-PM,7531.57,7553.81,7526.76,7545.26,84.4
2020-01-06 07-PM,7525.46,7549.45,7516.97,7531.57,59.32
2020-01-06 06-PM,7547.43,7554.04,7521.31,7525.46,42.06
2020-01-06 05-PM,7522.19,7556.05,7520,7547.43,103.71
2020-01-06 04-PM,7512.94,7546.62,7503.97,7522.19,89.33
2020-01-06 03-PM,7546.24,7546.37,7512.94,7512.94,77.55
2020-01-06 02-PM,7528.73,7551.27,7496.46,7546.24,126.49
2020-01-06 01-PM,7551.07,7614.95,7485,7528.73,406.71
2020-01-06 12-PM,7532.06,7559.46,7528.47,7551.07,140.82
2020-01-06 11-AM,7557.27,7575.69,7519.87,7532.06,258.12
2020-01-06 10-AM,7549.88,7571.58,7529.3,7557.27,178.47
2020-01-06 09-AM,7547,7551.98,7508.01,7549.88,603.28
2020-01-06 08-AM,7505.84,7550,7502.52,7547,288.78
2020-01-06 07-AM,7510,7524.99,7500.02,7505.84,71.79
2020-01-06 06-AM,7520.71,7527.99,7502.51,7510,50.33
2020-01-06 05-AM,7522.23,7541.94,7493.2,7520.71,224.94
2020-01-06 04-AM,7544.54,7554.41,7514,7522.23,84.69
2020-01-06 03-AM,7542.33,7580,7486.98,7544.54,148.15
2020-01-06 02-AM,7417.9,7562.13,7412.03,7542.33,512.43
2020-01-06 01-AM,7372.5,7417.9,7360.32,7417.9,116.67
2020-01-06 12-AM,7356.7,7377.53,7342.46,7372.5,84.99
2020-01-05 11-PM,7342.13,7359.09,7318.2,7356.7,104.99
2020-01-05 10-PM,7361.76,7383.9,7310,7342.13,205.95
2020-01-05 09-PM,7426.76,7426.76,7360.12,7361.76,112.95
2020-01-05 08-PM,7436.77,7439.66,7420.03,7426.76,40.37
2020-01-05 07-PM,7430.83,7445.94,7420.01,7436.77,64.54
2020-01-05 06-PM,7459.91,7464.32,7417.96,7430.83,55.72
2020-01-05 05-PM,7455.65,7470.55,7444.54,7459.91,149.56
2020-01-05 04-PM,7463.98,7484.71,7446.15,7455.65,75.78
